Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:22953, gt.metaitem.02.22953.name
gregtech:gt.metaitem.02:22966, gt.metaitem.02.22966.name
gregtech:gt.metaitem.02:22975, gt.metaitem.02.22975.name
gregtech:gt.metaitem.02:22976, gt.metaitem.02.22976.name
gregtech:gt.metaitem.02:22980, gt.metaitem.02.22980.name
gregtech:gt.metaitem.02:22981, gt.metaitem.02.22981.name
gregtech:gt.metaitem.02:22984, gt.metaitem.02.22984.name
gregtech:gt.metaitem.02:22985, gt.metaitem.02.22985.name
gregtech:gt.metaitem.02:22986, gt.metaitem.02.22986.name
gregtech:gt.metaitem.02:22987, gt.metaitem.02.22987.name
gregtech:gt.metaitem.02:22988, gt.metaitem.02.22988.name
gregtech:gt.metaitem.02:22989, gt.metaitem.02.22989.name
gregtech:gt.metaitem.02:22990, gt.metaitem.02.22990.name
gregtech:gt.metaitem.02:22991, gt.metaitem.02.22991.name
gregtech:gt.metaitem.02:22992, gt.metaitem.02.22992.name
gregtech:gt.metaitem.02:23006, gt.metaitem.02.23006.name
gregtech:gt.metaitem.02:23008, gt.metaitem.02.23008.name
gregtech:gt.metaitem.02:23010, gt.metaitem.02.23010.name
gregtech:gt.metaitem.02:23018, gt.metaitem.02.23018.name
gregtech:gt.metaitem.02:23019, gt.metaitem.02.23019.name
gregtech:gt.metaitem.02:23020, gt.metaitem.02.23020.name
gregtech:gt.metaitem.02:23025, gt.metaitem.02.23025.name
gregtech:gt.metaitem.02:23028, gt.metaitem.02.23028.name
gregtech:gt.metaitem.02:23029, gt.metaitem.02.23029.name
gregtech:gt.metaitem.02:23030, gt.metaitem.02.23030.name
gregtech:gt.metaitem.02:23031, gt.metaitem.02.23031.name
gregtech:gt.metaitem.02:23032, gt.metaitem.02.23032.name
gregtech:gt.metaitem.02:23033, gt.metaitem.02.23033.name
gregtech:gt.metaitem.02:23034, gt.metaitem.02.23034.name
gregtech:gt.metaitem.02:23035, gt.metaitem.02.23035.name
gregtech:gt.metaitem.02:23036, gt.metaitem.02.23036.name
gregtech:gt.metaitem.02:23037, gt.metaitem.02.23037.name
gregtech:gt.metaitem.02:23039, gt.metaitem.02.23039.name
gregtech:gt.metaitem.02:23045, gt.metaitem.02.23045.name
gregtech:gt.metaitem.02:23047, gt.metaitem.02.23047.name
gregtech:gt.metaitem.02:23048, gt.metaitem.02.23048.name
gregtech:gt.metaitem.02:23052, gt.metaitem.02.23052.name
gregtech:gt.metaitem.02:23054, gt.metaitem.02.23054.name
gregtech:gt.metaitem.02:23056, gt.metaitem.02.23056.name
gregtech:gt.metaitem.02:23057, gt.metaitem.02.23057.name
gregtech:gt.metaitem.02:23058, gt.metaitem.02.23058.name
gregtech:gt.metaitem.02:23062, gt.metaitem.02.23062.name
gregtech:gt.metaitem.02:23064, gt.metaitem.02.23064.name
gregtech:gt.metaitem.02:23065, gt.metaitem.02.23065.name
gregtech:gt.metaitem.02:23067, gt.metaitem.02.23067.name
gregtech:gt.metaitem.02:23070, gt.metaitem.02.23070.name
gregtech:gt.metaitem.02:23078, gt.metaitem.02.23078.name
gregtech:gt.metaitem.02:23080, gt.metaitem.02.23080.name
gregtech:gt.metaitem.02:23081, gt.metaitem.02.23081.name
gregtech:gt.metaitem.02:23083, gt.metaitem.02.23083.name
gregtech:gt.metaitem.02:23084, gt.metaitem.02.23084.name
gregtech:gt.metaitem.02:23085, gt.metaitem.02.23085.name
gregtech:gt.metaitem.02:23086, gt.metaitem.02.23086.name
gregtech:gt.metaitem.02:23089, gt.metaitem.02.23089.name
gregtech:gt.metaitem.02:23090, gt.metaitem.02.23090.name
gregtech:gt.metaitem.02:23096, gt.metaitem.02.23096.name
gregtech:gt.metaitem.02:23097, gt.metaitem.02.23097.name
gregtech:gt.metaitem.02:23098, gt.metaitem.02.23098.name
gregtech:gt.metaitem.02:23100, gt.metaitem.02.23100.name
gregtech:gt.metaitem.02:23101, gt.metaitem.02.23101.name
gregtech:gt.metaitem.02:23103, gt.metaitem.02.23103.name
gregtech:gt.metaitem.02:23129, gt.metaitem.02.23129.name
gregtech:gt.metaitem.02:23300, gt.metaitem.02.23300.name
gregtech:gt.metaitem.02:23301, gt.metaitem.02.23301.name
gregtech:gt.metaitem.02:23302, gt.metaitem.02.23302.name
gregtech:gt.metaitem.02:23303, gt.metaitem.02.23303.name
gregtech:gt.metaitem.02:23304, gt.metaitem.02.23304.name
gregtech:gt.metaitem.02:23305, gt.metaitem.02.23305.name
gregtech:gt.metaitem.02:23306, gt.metaitem.02.23306.name
gregtech:gt.metaitem.02:23307, gt.metaitem.02.23307.name
gregtech:gt.metaitem.02:23308, gt.metaitem.02.23308.name
gregtech:gt.metaitem.02:23309, gt.metaitem.02.23309.name
gregtech:gt.metaitem.02:23310, gt.metaitem.02.23310.name
gregtech:gt.metaitem.02:23311, gt.metaitem.02.23311.name
gregtech:gt.metaitem.02:23312, gt.metaitem.02.23312.name
gregtech:gt.metaitem.02:23313, gt.metaitem.02.23313.name
gregtech:gt.metaitem.02:23314, gt.metaitem.02.23314.name
gregtech:gt.metaitem.02:23315, gt.metaitem.02.23315.name
gregtech:gt.metaitem.02:23316, gt.metaitem.02.23316.name
gregtech:gt.metaitem.02:23317, gt.metaitem.02.23317.name
gregtech:gt.metaitem.02:23318, gt.metaitem.02.23318.name
gregtech:gt.metaitem.02:23319, gt.metaitem.02.23319.name
gregtech:gt.metaitem.02:23320, gt.metaitem.02.23320.name
gregtech:gt.metaitem.02:23321, gt.metaitem.02.23321.name
gregtech:gt.metaitem.02:23322, gt.metaitem.02.23322.name
gregtech:gt.metaitem.02:23324, gt.metaitem.02.23324.name
gregtech:gt.metaitem.02:23325, gt.metaitem.02.23325.name
gregtech:gt.metaitem.02:23326, gt.metaitem.02.23326.name
gregtech:gt.metaitem.02:23327, gt.metaitem.02.23327.name
gregtech:gt.metaitem.02:23328, gt.metaitem.02.23328.name
gregtech:gt.metaitem.02:23329, gt.metaitem.02.23329.name
gregtech:gt.metaitem.02:23330, gt.metaitem.02.23330.name
gregtech:gt.metaitem.02:23331, gt.metaitem.02.23331.name
gregtech:gt.metaitem.02:23332, gt.metaitem.02.23332.name
gregtech:gt.metaitem.02:23333, gt.metaitem.02.23333.name
gregtech:gt.metaitem.02:23334, gt.metaitem.02.23334.name
gregtech:gt.metaitem.02:23335, gt.metaitem.02.23335.name
gregtech:gt.metaitem.02:23336, gt.metaitem.02.23336.name
gregtech:gt.metaitem.02:23337, gt.metaitem.02.23337.name
gregtech:gt.metaitem.02:23338, gt.metaitem.02.23338.name
gregtech:gt.metaitem.02:23339, gt.metaitem.02.23339.name
gregtech:gt.metaitem.02:23340, gt.metaitem.02.23340.name
gregtech:gt.metaitem.02:23341, gt.metaitem.02.23341.name
gregtech:gt.metaitem.02:23342, gt.metaitem.02.23342.name
gregtech:gt.metaitem.02:23343, gt.metaitem.02.23343.name
gregtech:gt.metaitem.02:23344, gt.metaitem.02.23344.name
gregtech:gt.metaitem.02:23345, gt.metaitem.02.23345.name
gregtech:gt.metaitem.02:23346, gt.metaitem.02.23346.name
gregtech:gt.metaitem.02:23348, gt.metaitem.02.23348.name
gregtech:gt.metaitem.02:23349, gt.metaitem.02.23349.name
gregtech:gt.metaitem.02:23350, gt.metaitem.02.23350.name
gregtech:gt.metaitem.02:23351, gt.metaitem.02.23351.name
gregtech:gt.metaitem.02:23352, gt.metaitem.02.23352.name
gregtech:gt.metaitem.02:23353, gt.metaitem.02.23353.name
gregtech:gt.metaitem.02:23354, gt.metaitem.02.23354.name
gregtech:gt.metaitem.02:23355, gt.metaitem.02.23355.name
gregtech:gt.metaitem.02:23356, gt.metaitem.02.23356.name
gregtech:gt.metaitem.02:23357, gt.metaitem.02.23357.name
gregtech:gt.metaitem.02:23358, gt.metaitem.02.23358.name
gregtech:gt.metaitem.02:23359, gt.metaitem.02.23359.name
gregtech:gt.metaitem.02:23360, gt.metaitem.02.23360.name
gregtech:gt.metaitem.02:23362, gt.metaitem.02.23362.name
gregtech:gt.metaitem.02:23363, gt.metaitem.02.23363.name
gregtech:gt.metaitem.02:23364, gt.metaitem.02.23364.name
gregtech:gt.metaitem.02:23365, gt.metaitem.02.23365.name
gregtech:gt.metaitem.02:23366, gt.metaitem.02.23366.name
gregtech:gt.metaitem.02:23367, gt.metaitem.02.23367.name
gregtech:gt.metaitem.02:23368, gt.metaitem.02.23368.name
gregtech:gt.metaitem.02:23369, gt.metaitem.02.23369.name
gregtech:gt.metaitem.02:23370, gt.metaitem.02.23370.name
gregtech:gt.metaitem.02:23371, gt.metaitem.02.23371.name
gregtech:gt.metaitem.02:23372, gt.metaitem.02.23372.name
gregtech:gt.metaitem.02:23373, gt.metaitem.02.23373.name
gregtech:gt.metaitem.02:23374, gt.metaitem.02.23374.name
gregtech:gt.metaitem.02:23378, gt.metaitem.02.23378.name
gregtech:gt.metaitem.02:23379, gt.metaitem.02.23379.name
gregtech:gt.metaitem.02:23380, gt.metaitem.02.23380.name
gregtech:gt.metaitem.02:23389, gt.metaitem.02.23389.name
gregtech:gt.metaitem.02:23391, gt.metaitem.02.23391.name
gregtech:gt.metaitem.02:23392, gt.metaitem.02.23392.name
gregtech:gt.metaitem.02:23393, gt.metaitem.02.23393.name
gregtech:gt.metaitem.02:23401, gt.metaitem.02.23401.name
gregtech:gt.metaitem.02:23402, gt.metaitem.02.23402.name
gregtech:gt.metaitem.02:23416, gt.metaitem.02.23416.name
gregtech:gt.metaitem.02:23417, gt.metaitem.02.23417.name
gregtech:gt.metaitem.02:23418, gt.metaitem.02.23418.name
gregtech:gt.metaitem.02:23419, gt.metaitem.02.23419.name
gregtech:gt.metaitem.02:23420, gt.metaitem.02.23420.name
gregtech:gt.metaitem.02:23421, gt.metaitem.02.23421.name
gregtech:gt.metaitem.02:23426, gt.metaitem.02.23426.name
gregtech:gt.metaitem.02:23470, gt.metaitem.02.23470.name
gregtech:gt.metaitem.02:23471, gt.metaitem.02.23471.name
gregtech:gt.metaitem.02:23472, gt.metaitem.02.23472.name
gregtech:gt.metaitem.02:23473, gt.metaitem.02.23473.name
gregtech:gt.metaitem.02:23490, gt.metaitem.02.23490.name
gregtech:gt.metaitem.02:23599, gt.metaitem.02.23599.name
gregtech:gt.metaitem.02:23610, gt.metaitem.02.23610.name
gregtech:gt.metaitem.02:23611, gt.metaitem.02.23611.name
gregtech:gt.metaitem.02:23613, gt.metaitem.02.23613.name
gregtech:gt.metaitem.02:23631, gt.metaitem.02.23631.name
gregtech:gt.metaitem.02:23635, gt.metaitem.02.23635.name
gregtech:gt.metaitem.02:23636, gt.metaitem.02.23636.name
gregtech:gt.metaitem.02:23649, gt.metaitem.02.23649.name
gregtech:gt.metaitem.02:23770, gt.metaitem.02.23770.name
gregtech:gt.metaitem.02:23829, gt.metaitem.02.23829.name
gregtech:gt.metaitem.02:23874, gt.metaitem.02.23874.name
gregtech:gt.metaitem.02:23880, gt.metaitem.02.23880.name
gregtech:gt.metaitem.02:23884, gt.metaitem.02.23884.name
gregtech:gt.metaitem.02:23953, gt.metaitem.02.23953.name
gregtech:gt.metaitem.02:23966, gt.metaitem.02.23966.name
gregtech:gt.metaitem.02:23975, gt.metaitem.02.23975.name
gregtech:gt.metaitem.02:23976, gt.metaitem.02.23976.name
gregtech:gt.metaitem.02:23980, gt.metaitem.02.23980.name
gregtech:gt.metaitem.02:23981, gt.metaitem.02.23981.name
gregtech:gt.metaitem.02:23984, gt.metaitem.02.23984.name
gregtech:gt.metaitem.02:23985, gt.metaitem.02.23985.name
gregtech:gt.metaitem.02:23986, gt.metaitem.02.23986.name
gregtech:gt.metaitem.02:23987, gt.metaitem.02.23987.name
gregtech:gt.metaitem.02:23988, gt.metaitem.02.23988.name
gregtech:gt.metaitem.02:23989, gt.metaitem.02.23989.name
gregtech:gt.metaitem.02:23990, gt.metaitem.02.23990.name
gregtech:gt.metaitem.02:23991, gt.metaitem.02.23991.name
gregtech:gt.metaitem.02:23992, gt.metaitem.02.23992.name
gregtech:gt.metaitem.02:24006, gt.metaitem.02.24006.name
gregtech:gt.metaitem.02:24008, gt.metaitem.02.24008.name
gregtech:gt.metaitem.02:24010, gt.metaitem.02.24010.name
gregtech:gt.metaitem.02:24018, gt.metaitem.02.24018.name
gregtech:gt.metaitem.02:24019, gt.metaitem.02.24019.name
gregtech:gt.metaitem.02:24020, gt.metaitem.02.24020.name
gregtech:gt.metaitem.02:24025, gt.metaitem.02.24025.name
gregtech:gt.metaitem.02:24028, gt.metaitem.02.24028.name
gregtech:gt.metaitem.02:24029, gt.metaitem.02.24029.name
gregtech:gt.metaitem.02:24030, gt.metaitem.02.24030.name
gregtech:gt.metaitem.02:24031, gt.metaitem.02.24031.name
gregtech:gt.metaitem.02:24032, gt.metaitem.02.24032.name
gregtech:gt.metaitem.02:24033, gt.metaitem.02.24033.name
gregtech:gt.metaitem.02:24034, gt.metaitem.02.24034.name
gregtech:gt.metaitem.02:24035, gt.metaitem.02.24035.name
gregtech:gt.metaitem.02:24036, gt.metaitem.02.24036.name
gregtech:gt.metaitem.02:24037, gt.metaitem.02.24037.name
gregtech:gt.metaitem.02:24039, gt.metaitem.02.24039.name
gregtech:gt.metaitem.02:24045, gt.metaitem.02.24045.name
gregtech:gt.metaitem.02:24047, gt.metaitem.02.24047.name
gregtech:gt.metaitem.02:24048, gt.metaitem.02.24048.name
gregtech:gt.metaitem.02:24052, gt.metaitem.02.24052.name
gregtech:gt.metaitem.02:24054, gt.metaitem.02.24054.name
gregtech:gt.metaitem.02:24056, gt.metaitem.02.24056.name
gregtech:gt.metaitem.02:24057, gt.metaitem.02.24057.name
gregtech:gt.metaitem.02:24058, gt.metaitem.02.24058.name
gregtech:gt.metaitem.02:24062, gt.metaitem.02.24062.name
gregtech:gt.metaitem.02:24064, gt.metaitem.02.24064.name
gregtech:gt.metaitem.02:24065, gt.metaitem.02.24065.name
gregtech:gt.metaitem.02:24067, gt.metaitem.02.24067.name
gregtech:gt.metaitem.02:24070, gt.metaitem.02.24070.name
gregtech:gt.metaitem.02:24078, gt.metaitem.02.24078.name
gregtech:gt.metaitem.02:24080, gt.metaitem.02.24080.name
gregtech:gt.metaitem.02:24081, gt.metaitem.02.24081.name
gregtech:gt.metaitem.02:24083, gt.metaitem.02.24083.name
gregtech:gt.metaitem.02:24084, gt.metaitem.02.24084.name
gregtech:gt.metaitem.02:24085, gt.metaitem.02.24085.name
gregtech:gt.metaitem.02:24086, gt.metaitem.02.24086.name
gregtech:gt.metaitem.02:24089, gt.metaitem.02.24089.name
gregtech:gt.metaitem.02:24090, gt.metaitem.02.24090.name
gregtech:gt.metaitem.02:24096, gt.metaitem.02.24096.name
gregtech:gt.metaitem.02:24097, gt.metaitem.02.24097.name
gregtech:gt.metaitem.02:24098, gt.metaitem.02.24098.name
gregtech:gt.metaitem.02:24100, gt.metaitem.02.24100.name
gregtech:gt.metaitem.02:24101, gt.metaitem.02.24101.name
gregtech:gt.metaitem.02:24103, gt.metaitem.02.24103.name
gregtech:gt.metaitem.02:24129, gt.metaitem.02.24129.name
gregtech:gt.metaitem.02:24300, gt.metaitem.02.24300.name
gregtech:gt.metaitem.02:24301, gt.metaitem.02.24301.name
gregtech:gt.metaitem.02:24302, gt.metaitem.02.24302.name
gregtech:gt.metaitem.02:24303, gt.metaitem.02.24303.name
gregtech:gt.metaitem.02:24304, gt.metaitem.02.24304.name
gregtech:gt.metaitem.02:24305, gt.metaitem.02.24305.name
gregtech:gt.metaitem.02:24306, gt.metaitem.02.24306.name
gregtech:gt.metaitem.02:24307, gt.metaitem.02.24307.name
gregtech:gt.metaitem.02:24308, gt.metaitem.02.24308.name
gregtech:gt.metaitem.02:24309, gt.metaitem.02.24309.name
gregtech:gt.metaitem.02:24310, gt.metaitem.02.24310.name
gregtech:gt.metaitem.02:24311, gt.metaitem.02.24311.name
gregtech:gt.metaitem.02:24312, gt.metaitem.02.24312.name
gregtech:gt.metaitem.02:24313, gt.metaitem.02.24313.name
gregtech:gt.metaitem.02:24314, gt.metaitem.02.24314.name
gregtech:gt.metaitem.02:24315, gt.metaitem.02.24315.name
gregtech:gt.metaitem.02:24316, gt.metaitem.02.24316.name
gregtech:gt.metaitem.02:24317, gt.metaitem.02.24317.name
gregtech:gt.metaitem.02:24318, gt.metaitem.02.24318.name
gregtech:gt.metaitem.02:24319, gt.metaitem.02.24319.name
gregtech:gt.metaitem.02:24320, gt.metaitem.02.24320.name
gregtech:gt.metaitem.02:24321, gt.metaitem.02.24321.name
gregtech:gt.metaitem.02:24322, gt.metaitem.02.24322.name
gregtech:gt.metaitem.02:24324, gt.metaitem.02.24324.name
gregtech:gt.metaitem.02:24325, gt.metaitem.02.24325.name
gregtech:gt.metaitem.02:24326, gt.metaitem.02.24326.name
gregtech:gt.metaitem.02:24327, gt.metaitem.02.24327.name
gregtech:gt.metaitem.02:24328, gt.metaitem.02.24328.name
gregtech:gt.metaitem.02:24329, gt.metaitem.02.24329.name
gregtech:gt.metaitem.02:24330, gt.metaitem.02.24330.name
gregtech:gt.metaitem.02:24331, gt.metaitem.02.24331.name
gregtech:gt.metaitem.02:24332, gt.metaitem.02.24332.name
gregtech:gt.metaitem.02:24333, gt.metaitem.02.24333.name
gregtech:gt.metaitem.02:24334, gt.metaitem.02.24334.name
gregtech:gt.metaitem.02:24335, gt.metaitem.02.24335.name
gregtech:gt.metaitem.02:24336, gt.metaitem.02.24336.name
gregtech:gt.metaitem.02:24337, gt.metaitem.02.24337.name
gregtech:gt.metaitem.02:24338, gt.metaitem.02.24338.name
gregtech:gt.metaitem.02:24339, gt.metaitem.02.24339.name
gregtech:gt.metaitem.02:24340, gt.metaitem.02.24340.name
gregtech:gt.metaitem.02:24341, gt.metaitem.02.24341.name
gregtech:gt.metaitem.02:24342, gt.metaitem.02.24342.name
gregtech:gt.metaitem.02:24343, gt.metaitem.02.24343.name
gregtech:gt.metaitem.02:24344, gt.metaitem.02.24344.name
gregtech:gt.metaitem.02:24345, gt.metaitem.02.24345.name
gregtech:gt.metaitem.02:24346, gt.metaitem.02.24346.name
gregtech:gt.metaitem.02:24348, gt.metaitem.02.24348.name
gregtech:gt.metaitem.02:24349, gt.metaitem.02.24349.name
gregtech:gt.metaitem.02:24350, gt.metaitem.02.24350.name
gregtech:gt.metaitem.02:24351, gt.metaitem.02.24351.name
gregtech:gt.metaitem.02:24352, gt.metaitem.02.24352.name
gregtech:gt.metaitem.02:24353, gt.metaitem.02.24353.name
gregtech:gt.metaitem.02:24354, gt.metaitem.02.24354.name
gregtech:gt.metaitem.02:24355, gt.metaitem.02.24355.name
gregtech:gt.metaitem.02:24356, gt.metaitem.02.24356.name
gregtech:gt.metaitem.02:24357, gt.metaitem.02.24357.name
gregtech:gt.metaitem.02:24358, gt.metaitem.02.24358.name
gregtech:gt.metaitem.02:24359, gt.metaitem.02.24359.name
gregtech:gt.metaitem.02:24360, gt.metaitem.02.24360.name
gregtech:gt.metaitem.02:24362, gt.metaitem.02.24362.name
gregtech:gt.metaitem.02:24363, gt.metaitem.02.24363.name
gregtech:gt.metaitem.02:24364, gt.metaitem.02.24364.name
gregtech:gt.metaitem.02:24365, gt.metaitem.02.24365.name
gregtech:gt.metaitem.02:24366, gt.metaitem.02.24366.name
gregtech:gt.metaitem.02:24367, gt.metaitem.02.24367.name
gregtech:gt.metaitem.02:24368, gt.metaitem.02.24368.name
gregtech:gt.metaitem.02:24369, gt.metaitem.02.24369.name
gregtech:gt.metaitem.02:24370, gt.metaitem.02.24370.name
gregtech:gt.metaitem.02:24371, gt.metaitem.02.24371.name
gregtech:gt.metaitem.02:24372, gt.metaitem.02.24372.name
gregtech:gt.metaitem.02:24373, gt.metaitem.02.24373.name
gregtech:gt.metaitem.02:24374, gt.metaitem.02.24374.name
gregtech:gt.metaitem.02:24378, gt.metaitem.02.24378.name
gregtech:gt.metaitem.02:24379, gt.metaitem.02.24379.name
gregtech:gt.metaitem.02:24380, gt.metaitem.02.24380.name
gregtech:gt.metaitem.02:24389, gt.metaitem.02.24389.name
gregtech:gt.metaitem.02:24391, gt.metaitem.02.24391.name
gregtech:gt.metaitem.02:24392, gt.metaitem.02.24392.name
gregtech:gt.metaitem.02:24393, gt.metaitem.02.24393.name
gregtech:gt.metaitem.02:24401, gt.metaitem.02.24401.name
gregtech:gt.metaitem.02:24402, gt.metaitem.02.24402.name
gregtech:gt.metaitem.02:24416, gt.metaitem.02.24416.name
gregtech:gt.metaitem.02:24417, gt.metaitem.02.24417.name
gregtech:gt.metaitem.02:24418, gt.metaitem.02.24418.name
gregtech:gt.metaitem.02:24419, gt.metaitem.02.24419.name
gregtech:gt.metaitem.02:24420, gt.metaitem.02.24420.name
gregtech:gt.metaitem.02:24421, gt.metaitem.02.24421.name
gregtech:gt.metaitem.02:24426, gt.metaitem.02.24426.name
gregtech:gt.metaitem.02:24470, gt.metaitem.02.24470.name
gregtech:gt.metaitem.02:24471, gt.metaitem.02.24471.name
gregtech:gt.metaitem.02:24472, gt.metaitem.02.24472.name
gregtech:gt.metaitem.02:24473, gt.metaitem.02.24473.name
gregtech:gt.metaitem.02:24490, gt.metaitem.02.24490.name
gregtech:gt.metaitem.02:24599, gt.metaitem.02.24599.name
gregtech:gt.metaitem.02:24610, gt.metaitem.02.24610.name
gregtech:gt.metaitem.02:24611, gt.metaitem.02.24611.name
gregtech:gt.metaitem.02:24613, gt.metaitem.02.24613.name
gregtech:gt.metaitem.02:24631, gt.metaitem.02.24631.name
gregtech:gt.metaitem.02:24635, gt.metaitem.02.24635.name
gregtech:gt.metaitem.02:24636, gt.metaitem.02.24636.name
gregtech:gt.metaitem.02:24649, gt.metaitem.02.24649.name
gregtech:gt.metaitem.02:24770, gt.metaitem.02.24770.name
gregtech:gt.metaitem.02:24829, gt.metaitem.02.24829.name
gregtech:gt.metaitem.02:24874, gt.metaitem.02.24874.name
gregtech:gt.metaitem.02:24880, gt.metaitem.02.24880.name
gregtech:gt.metaitem.02:24884, gt.metaitem.02.24884.name
gregtech:gt.metaitem.02:24953, gt.metaitem.02.24953.name
gregtech:gt.metaitem.02:24966, gt.metaitem.02.24966.name
gregtech:gt.metaitem.02:24975, gt.metaitem.02.24975.name
gregtech:gt.metaitem.02:24976, gt.metaitem.02.24976.name
gregtech:gt.metaitem.02:24980, gt.metaitem.02.24980.name
gregtech:gt.metaitem.02:24981, gt.metaitem.02.24981.name
gregtech:gt.metaitem.02:24984, gt.metaitem.02.24984.name
gregtech:gt.metaitem.02:24985, gt.metaitem.02.24985.name
gregtech:gt.metaitem.02:24986, gt.metaitem.02.24986.name
gregtech:gt.metaitem.02:24987, gt.metaitem.02.24987.name
gregtech:gt.metaitem.02:24988, gt.metaitem.02.24988.name
gregtech:gt.metaitem.02:24989, gt.metaitem.02.24989.name
gregtech:gt.metaitem.02:24990, gt.metaitem.02.24990.name
gregtech:gt.metaitem.02:24991, gt.metaitem.02.24991.name
gregtech:gt.metaitem.02:24992, gt.metaitem.02.24992.name
gregtech:gt.metaitem.02:25008, gt.metaitem.02.25008.name
gregtech:gt.metaitem.02:25010, gt.metaitem.02.25010.name
gregtech:gt.metaitem.02:25019, gt.metaitem.02.25019.name
gregtech:gt.metaitem.02:25028, gt.metaitem.02.25028.name
gregtech:gt.metaitem.02:25030, gt.metaitem.02.25030.name
gregtech:gt.metaitem.02:25031, gt.metaitem.02.25031.name
gregtech:gt.metaitem.02:25032, gt.metaitem.02.25032.name
gregtech:gt.metaitem.02:25033, gt.metaitem.02.25033.name
gregtech:gt.metaitem.02:25034, gt.metaitem.02.25034.name
gregtech:gt.metaitem.02:25048, gt.metaitem.02.25048.name
gregtech:gt.metaitem.02:25052, gt.metaitem.02.25052.name
gregtech:gt.metaitem.02:25054, gt.metaitem.02.25054.name
gregtech:gt.metaitem.02:25067, gt.metaitem.02.25067.name
gregtech:gt.metaitem.02:25081, gt.metaitem.02.25081.name
gregtech:gt.metaitem.02:25083, gt.metaitem.02.25083.name
gregtech:gt.metaitem.02:25084, gt.metaitem.02.25084.name
